day,date,tender,value
Saturday,2024-04-20,Gift Voucher,203.99
Saturday,2024-04-20,Integrated EFTPOS,5187.61
Sunday,2024-04-21,CASH,104.0
Sunday,2024-04-21,Integrated EFTPOS,2913.8
Monday,2024-04-22,CASH,160.0
Monday,2024-04-22,Integrated EFTPOS,3379.78
Monday,2024-04-22,Mail Order Pickup,435.97
Tuesday,2024-04-23,Gift Voucher,40.0
Tuesday,2024-04-23,Integrated EFTPOS,3372.73
Tuesday,2024-04-23,Mail Order Pickup,135.99
Wednesday,2024-04-24,Integrated EFTPOS,4541.18
Wednesday,2024-04-24,PayPal,-224.99
Thursday,2024-04-25,Integrated EFTPOS,2354.89
Friday,2024-04-26,CASH,0.0
Friday,2024-04-26,Integrated EFTPOS,3496.76
Friday,2024-04-26,Mail Order Pickup,350.98
Saturday,2024-04-27,Birthday Voucher Refund,20.0
Saturday,2024-04-27,CASH,432.0
Saturday,2024-04-27,Integrated EFTPOS,5079.24
Sunday,2024-04-28,Gift Voucher,20.0
Sunday,2024-04-28,Integrated EFTPOS,2908.27
Monday,2024-04-29,CASH,248.0
Monday,2024-04-29,Eftpos card,135.99
Monday,2024-04-29,Gift Voucher,20.0
Monday,2024-04-29,Integrated EFTPOS,3364.72
Monday,2024-04-29,Mail Order Pickup,399.97
Tuesday,2024-04-30,CASH,232.0
Tuesday,2024-04-30,Integrated EFTPOS,3223.81
Tuesday,2024-04-30,PayPal,-159.99
Wednesday,2024-05-01,CASH,24.0
Wednesday,2024-05-01,Gift Voucher,40.0
Wednesday,2024-05-01,Integrated EFTPOS,2760.81
Wednesday,2024-05-01,Mail Order Pickup,159.99
Thursday,2024-05-02,Afterpay POS API Payment,-27.99
Thursday,2024-05-02,Birthday Voucher Refund,-20.0
Thursday,2024-05-02,CASH,200.0
Thursday,2024-05-02,Gift Voucher,20.0
Thursday,2024-05-02,Integrated EFTPOS,2146.84
Thursday,2024-05-02,Mail Order Pickup,135.99
Friday,2024-05-03,Gift Voucher,47.99
Friday,2024-05-03,Integrated EFTPOS,3988.7
Saturday,2024-05-04,CASH,72.0
Saturday,2024-05-04,Gift Voucher,80.0
Saturday,2024-05-04,Integrated EFTPOS,7946.92
Saturday,2024-05-04,PayPal,-33.0
Sunday,2024-05-05,Gift Voucher,20.0
Sunday,2024-05-05,Integrated EFTPOS,5217.13
Monday,2024-05-06,Integrated EFTPOS,5050.69
Monday,2024-05-06,Mail Order Pickup,63.99
Tuesday,2024-05-07,Gift Voucher,20.0
Tuesday,2024-05-07,Integrated EFTPOS,2330.84
Wednesday,2024-05-08,Afterpay POS API Payment,-399.99
Wednesday,2024-05-08,CASH,128.0
Wednesday,2024-05-08,Gift Voucher,419.99
Wednesday,2024-05-08,Integrated EFTPOS,3782.73
Thursday,2024-05-09,CASH,150.0
Thursday,2024-05-09,Integrated EFTPOS,4602.07
Friday,2024-05-10,Gift Voucher,220.0
Friday,2024-05-10,Integrated EFTPOS,3959.04
Friday,2024-05-10,Mail Order Pickup,322.48
Saturday,2024-05-11,Account,69.99
Saturday,2024-05-11,Gift Voucher,40.0
Saturday,2024-05-11,Integrated EFTPOS,8486.9
Sunday,2024-05-12,CASH,400.0
Sunday,2024-05-12,Gift Voucher,132.49
Sunday,2024-05-12,Integrated EFTPOS,5014.12
Monday,2024-05-13,Integrated EFTPOS,4656.1
Monday,2024-05-13,Mail Order Pickup,219.98
Tuesday,2024-05-14,CASH,200.0
Tuesday,2024-05-14,Integrated EFTPOS,5849.62
Tuesday,2024-05-14,Mail Order Pickup,637.47
Wednesday,2024-05-15,Gift Voucher,40.0
Wednesday,2024-05-15,Integrated EFTPOS,3831.78
Wednesday,2024-05-15,Mail Order Pickup,215.99
Thursday,2024-05-16,Gift Voucher,149.99
Thursday,2024-05-16,Integrated EFTPOS,6136.57
Thursday,2024-05-16,Mail Order Pickup,559.98
Friday,2024-05-17,Integrated EFTPOS,2999.24
Friday,2024-05-17,Mail Order Pickup,469.97
Saturday,2024-05-18,Afterpay POS API Payment,-217.47
Saturday,2024-05-18,Integrated EFTPOS,5273.16
Sunday,2024-05-19,CASH,160.0
Sunday,2024-05-19,Gift Voucher,20.0
Sunday,2024-05-19,Integrated EFTPOS,4720.67
Monday,2024-05-20,Gift Voucher,20.0
Monday,2024-05-20,Integrated EFTPOS,2680.27
Monday,2024-05-20,Mail Order Pickup,314.98
Tuesday,2024-05-21,Gift Voucher,371.98
Tuesday,2024-05-21,Integrated EFTPOS,3380.75
Tuesday,2024-05-21,Mail Order Pickup,104.99
Wednesday,2024-05-22,Integrated EFTPOS,2562.31
Wednesday,2024-05-22,Mail Order Pickup,472.47
Thursday,2024-05-23,CASH,50.0
Thursday,2024-05-23,Gift Voucher,40.0
Thursday,2024-05-23,Integrated EFTPOS,1825.88
Thursday,2024-05-23,Mail Order Pickup,112.49
Thursday,2024-05-23,PayPal,-103.99
Friday,2024-05-24,Integrated EFTPOS,2354.81
Saturday,2024-05-25,CASH,99.0
Saturday,2024-05-25,Gift Voucher,70.02
Saturday,2024-05-25,Integrated EFTPOS,4169.2
Saturday,2024-05-25,PayPal,-52.0
Sunday,2024-05-26,Afterpay POS API Payment,-591.97
Sunday,2024-05-26,Gift Voucher,20.0
Sunday,2024-05-26,Integrated EFTPOS,2696.32
Monday,2024-05-27,CASH,285.0
Monday,2024-05-27,Gift Voucher,149.99
Monday,2024-05-27,Integrated EFTPOS,4168.27
Tuesday,2024-05-28,Gift Voucher,40.0
Tuesday,2024-05-28,Integrated EFTPOS,2470.99
Tuesday,2024-05-28,Mail Order Pickup,415.48
Tuesday,2024-05-28,PayPal,-408.99
Wednesday,2024-05-29,Integrated EFTPOS,3881.89
Wednesday,2024-05-29,PayPal,-99.0
Thursday,2024-05-30,Afterpay POS API Payment,-79.0
Thursday,2024-05-30,Gift Voucher,89.0
Thursday,2024-05-30,Integrated EFTPOS,4220.86
Thursday,2024-05-30,Mail Order Pickup,89.0
Friday,2024-05-31,Gift Voucher,149.99
Friday,2024-05-31,Integrated EFTPOS,3634.93
Friday,2024-05-31,Mail Order Pickup,109.0
Saturday,2024-06-01,Gift Voucher,150.0
Saturday,2024-06-01,Integrated EFTPOS,3458.91
Sunday,2024-06-02,CASH,56.0
Sunday,2024-06-02,Gift Voucher,20.0
Sunday,2024-06-02,Integrated EFTPOS,3869.89
Sunday,2024-06-02,PayPal,-135.99
Monday,2024-06-03,Integrated EFTPOS,2465.95
Monday,2024-06-03,Mail Order Pickup,466.0
Tuesday,2024-06-04,Account,509.96
Tuesday,2024-06-04,Integrated EFTPOS,1862.9
Wednesday,2024-06-05,Account,510.0
Wednesday,2024-06-05,CASH,19.0
Wednesday,2024-06-05,Integrated EFTPOS,1489.09
Wednesday,2024-06-05,PayPal,-344.97
Thursday,2024-06-06,Gift Voucher,370.0
Thursday,2024-06-06,Integrated EFTPOS,3043.25
Friday,2024-06-07,CASH,299.0
Friday,2024-06-07,Gift Voucher,95.99
Friday,2024-06-07,Integrated EFTPOS,2692.89
Friday,2024-06-07,Mail Order Pickup,257.19
Friday,2024-06-07,PayPal,-127.99
Saturday,2024-06-08,CASH,320.0
Saturday,2024-06-08,Gift Voucher,60.0
Saturday,2024-06-08,Integrated EFTPOS,6566.27
Sunday,2024-06-09,Afterpay POS API Payment,-79.0
Sunday,2024-06-09,CASH,261.2
Sunday,2024-06-09,Gift Voucher,107.2
Sunday,2024-06-09,Integrated EFTPOS,3247.63
Monday,2024-06-10,Gift Voucher,20.0
Monday,2024-06-10,Integrated EFTPOS,4148.3
Tuesday,2024-06-11,Gift Voucher,20.0
Tuesday,2024-06-11,Integrated EFTPOS,1442.52
Tuesday,2024-06-11,Mail Order Pickup,527.98
Wednesday,2024-06-12,Account,620.01
Wednesday,2024-06-12,CASH,208.0
Wednesday,2024-06-12,Integrated EFTPOS,2258.82
Wednesday,2024-06-12,Mail Order Pickup,270.2
Wednesday,2024-06-12,PayPal,-99.0
Thursday,2024-06-13,Gift Voucher,40.0
Thursday,2024-06-13,Integrated EFTPOS,2618.37
Thursday,2024-06-13,Mail Order Pickup,159.99
Friday,2024-06-14,CASH,162.0
Friday,2024-06-14,Integrated EFTPOS,1800.53
Friday,2024-06-14,Mail Order Pickup,99.0
Saturday,2024-06-15,CASH,72.0
Saturday,2024-06-15,Gift Voucher,60.0
Saturday,2024-06-15,Integrated EFTPOS,3431.77
Sunday,2024-06-16,Gift Voucher,20.0
Sunday,2024-06-16,Integrated EFTPOS,4918.89
Monday,2024-06-17,Gift Voucher,117.49
Monday,2024-06-17,Integrated EFTPOS,2264.37
Monday,2024-06-17,Mail Order Pickup,178.29
Tuesday,2024-06-18,Integrated EFTPOS,1369.09
Wednesday,2024-06-19,Integrated EFTPOS,1388.03
Wednesday,2024-06-19,Mail Order Pickup,441.27
Thursday,2024-06-20,Integrated EFTPOS,1008.35
Friday,2024-06-21,CASH,79.0
Friday,2024-06-21,Gift Voucher,20.0
Friday,2024-06-21,Integrated EFTPOS,1716.67
Friday,2024-06-21,Mail Order Pickup,107.49
Saturday,2024-06-22,Gift Voucher,20.0
Saturday,2024-06-22,Integrated EFTPOS,1437.43
Saturday,2024-06-22,PayPal,-174.3
Sunday,2024-06-23,CASH,296.5
Sunday,2024-06-23,Gift Voucher,60.0
Sunday,2024-06-23,Integrated EFTPOS,3741.3
Sunday,2024-06-23,PayPal,-55.3
Monday,2024-06-24,Account,400.0
Monday,2024-06-24,Gift Voucher,20.0
Monday,2024-06-24,Integrated EFTPOS,3450.54
Monday,2024-06-24,Mail Order Pickup,241.49
Tuesday,2024-06-25,Integrated EFTPOS,2642.88
Tuesday,2024-06-25,Mail Order Pickup,199.0
Wednesday,2024-06-26,CASH,319.45
Wednesday,2024-06-26,Gift Voucher,60.0
Wednesday,2024-06-26,Integrated EFTPOS,4856.23
Wednesday,2024-06-26,PayPal,-243.9
Thursday,2024-06-27,Account,499.97
Thursday,2024-06-27,CASH,50.0
Thursday,2024-06-27,Integrated EFTPOS,2617.51
Thursday,2024-06-27,Mail Order Pickup,428.98
Friday,2024-06-28,Gift Voucher,150.4
Friday,2024-06-28,Integrated EFTPOS,3457.49
Saturday,2024-06-29,CASH,99.0
Saturday,2024-06-29,Gift Voucher,20.0
Saturday,2024-06-29,Integrated EFTPOS,4103.86
Sunday,2024-06-30,CASH,198.0
Sunday,2024-06-30,Gift Voucher,80.0
Sunday,2024-06-30,Integrated EFTPOS,4814.6
Sunday,2024-06-30,PayPal,-474.79
Monday,2024-07-01,Integrated EFTPOS,1448.91
Monday,2024-07-01,Mail Order Pickup,192.99
Tuesday,2024-07-02,CASH,150.0
Tuesday,2024-07-02,Gift Voucher,278.99
Tuesday,2024-07-02,Integrated EFTPOS,1463.24
Wednesday,2024-07-03,CASH,60.0
Wednesday,2024-07-03,Gift Voucher,40.0
Wednesday,2024-07-03,Integrated EFTPOS,2967.44
Thursday,2024-07-04,Afterpay POS API Payment,-498.0
Thursday,2024-07-04,Gift Voucher,20.0
Thursday,2024-07-04,Integrated EFTPOS,3431.42
Friday,2024-07-05,Gift Voucher,80.01
Friday,2024-07-05,Integrated EFTPOS,1294.45
Friday,2024-07-05,Mail Order Pickup,99.0
Saturday,2024-07-06,CASH,-137.3
Saturday,2024-07-06,Gift Voucher,130.0
Saturday,2024-07-06,Integrated EFTPOS,1630.06
Sunday,2024-07-07,CASH,198.4
Sunday,2024-07-07,Integrated EFTPOS,1417.13
Sunday,2024-07-07,PayPal,-79.0
Monday,2024-07-08,Gift Voucher,120.0
Monday,2024-07-08,Integrated EFTPOS,1397.77
Monday,2024-07-08,Mail Order Pickup,191.19
Tuesday,2024-07-09,Integrated EFTPOS,1448.43
Tuesday,2024-07-09,PayPal,-39.2
Wednesday,2024-07-10,Integrated EFTPOS,2025.83
Wednesday,2024-07-10,Mail Order Pickup,54.25
Thursday,2024-07-11,CASH,36.75
Thursday,2024-07-11,Gift Voucher,40.0
Thursday,2024-07-11,Integrated EFTPOS,1429.2
Friday,2024-07-12,Integrated EFTPOS,2618.16
Friday,2024-07-12,PayPal,-127.2
Saturday,2024-07-13,Gift Voucher,279.49
Saturday,2024-07-13,Integrated EFTPOS,5001.77
Sunday,2024-07-14,Gift Voucher,111.22
Sunday,2024-07-14,Integrated EFTPOS,1433.65
Monday,2024-07-15,Gift Voucher,20.0
Monday,2024-07-15,Integrated EFTPOS,2806.73
Tuesday,2024-07-16,CASH,10.0
Tuesday,2024-07-16,Integrated EFTPOS,1704.41
Wednesday,2024-07-17,Account,100.0
Wednesday,2024-07-17,CASH,89.0
Wednesday,2024-07-17,Integrated EFTPOS,1645.96
Thursday,2024-07-18,Gift Voucher,70.0
Thursday,2024-07-18,Integrated EFTPOS,2393.18
Friday,2024-07-19,Integrated EFTPOS,1358.12
Saturday,2024-07-20,Gift Voucher,20.0
Saturday,2024-07-20,Integrated EFTPOS,1580.93
Sunday,2024-07-21,Integrated EFTPOS,1287.29
Monday,2024-07-22,CASH,10.0
Monday,2024-07-22,Gift Voucher,20.0
Monday,2024-07-22,Integrated EFTPOS,3259.81
Monday,2024-07-22,Mail Order Pickup,202.49
Tuesday,2024-07-23,Integrated EFTPOS,3535.8
Wednesday,2024-07-24,Integrated EFTPOS,2335.83
Wednesday,2024-07-24,Mail Order Pickup,97.49
Thursday,2024-07-25,Afterpay POS API Payment,-149.25
Thursday,2024-07-25,CASH,100.0
Thursday,2024-07-25,Integrated EFTPOS,3178.84
Friday,2024-07-26,Gift Voucher,20.0
Friday,2024-07-26,Integrated EFTPOS,2346.89
Saturday,2024-07-27,Integrated EFTPOS,2934.86
Sunday,2024-07-28,Gift Voucher,40.0
Sunday,2024-07-28,Integrated EFTPOS,1884.39
Monday,2024-07-29,Gift Voucher,140.0
Monday,2024-07-29,Integrated EFTPOS,947.57
Monday,2024-07-29,Mail Order Pickup,224.99
Monday,2024-07-29,PayPal,-51.75
Tuesday,2024-07-30,Integrated EFTPOS,1687.45
Wednesday,2024-07-31,CASH,153.0
Wednesday,2024-07-31,Gift Voucher,139.0
Wednesday,2024-07-31,Integrated EFTPOS,2735.82
Thursday,2024-08-01,Account,510.4
Thursday,2024-08-01,Gift Voucher,235.99
Thursday,2024-08-01,Integrated EFTPOS,2118.19
Friday,2024-08-02,CASH,228.0
Friday,2024-08-02,Gift Voucher,40.0
Friday,2024-08-02,Integrated EFTPOS,1752.9
Saturday,2024-08-03,Integrated EFTPOS,3917.81
Sunday,2024-08-04,CASH,225.0
Sunday,2024-08-04,Integrated EFTPOS,248.97
Monday,2024-08-05,Integrated EFTPOS,1507.93
Monday,2024-08-05,Mail Order Pickup,69.0
Monday,2024-08-05,PayPal,-125.99
Tuesday,2024-08-06,Account,459.96
Tuesday,2024-08-06,Gift Voucher,20.0
Tuesday,2024-08-06,Integrated EFTPOS,570.96
Tuesday,2024-08-06,Mail Order Pickup,99.99
Wednesday,2024-08-07,Account,499.97
Wednesday,2024-08-07,Integrated EFTPOS,1967.89
Wednesday,2024-08-07,Mail Order Pickup,109.0
Thursday,2024-08-08,Account,199.99
Thursday,2024-08-08,CASH,76.0
Thursday,2024-08-08,Integrated EFTPOS,972.44
Friday,2024-08-09,Account,509.96
Friday,2024-08-09,Gift Voucher,20.0
Friday,2024-08-09,Integrated EFTPOS,2929.32
Saturday,2024-08-10,Gift Voucher,20.0
Saturday,2024-08-10,Integrated EFTPOS,4725.73
Sunday,2024-08-11,CASH,333.0
Sunday,2024-08-11,Gift Voucher,20.0
Sunday,2024-08-11,Integrated EFTPOS,4947.75
Monday,2024-08-12,Integrated EFTPOS,839.93
Tuesday,2024-08-13,CASH,300.0
Tuesday,2024-08-13,Integrated EFTPOS,733.93
Tuesday,2024-08-13,Mail Order Pickup,90.99
Wednesday,2024-08-14,Integrated EFTPOS,2244.82
Thursday,2024-08-15,Integrated EFTPOS,2558.34
Thursday,2024-08-15,Mail Order Pickup,103.99
Thursday,2024-08-15,PayPal,-10.85
Friday,2024-08-16,Account,50.0
Friday,2024-08-16,CASH,210.0
Friday,2024-08-16,Integrated EFTPOS,1769.84
Saturday,2024-08-17,Account,75.0
Saturday,2024-08-17,CASH,200.0
Saturday,2024-08-17,Gift Voucher,44.99
Saturday,2024-08-17,Integrated EFTPOS,5464.95
Sunday,2024-08-18,Gift Voucher,100.0
Sunday,2024-08-18,Integrated EFTPOS,1245.93
Monday,2024-08-19,Integrated EFTPOS,1164.94
Monday,2024-08-19,Mail Order Pickup,495.97
Tuesday,2024-08-20,Gift Voucher,20.0
Tuesday,2024-08-20,Integrated EFTPOS,1507.03
Wednesday,2024-08-21,Integrated EFTPOS,2808.89
Wednesday,2024-08-21,Mail Order Pickup,152.99
Thursday,2024-08-22,Integrated EFTPOS,1486.93
Friday,2024-08-23,Afterpay POS API Payment,-119.99
Friday,2024-08-23,CASH,20.0
Friday,2024-08-23,Gift Voucher,20.0
Friday,2024-08-23,Integrated EFTPOS,2649.86
Saturday,2024-08-24,Gift Voucher,20.0
Saturday,2024-08-24,Integrated EFTPOS,4323.9
Sunday,2024-08-25,CASH,50.0
Sunday,2024-08-25,Gift Voucher,40.0
Sunday,2024-08-25,Integrated EFTPOS,4620.72
Monday,2024-08-26,CASH,256.0
Monday,2024-08-26,Integrated EFTPOS,2113.9
Monday,2024-08-26,Mail Order Pickup,287.98
Tuesday,2024-08-27,Gift Voucher,20.0
Tuesday,2024-08-27,Integrated EFTPOS,3185.96
Wednesday,2024-08-28,CASH,130.0
Wednesday,2024-08-28,Integrated EFTPOS,2820.84
Wednesday,2024-08-28,Mail Order Pickup,149.0
Thursday,2024-08-29,Account,79.2
Thursday,2024-08-29,CASH,400.0
Thursday,2024-08-29,Gift Voucher,40.0
Thursday,2024-08-29,Integrated EFTPOS,3568.17
Thursday,2024-08-29,Mail Order Pickup,116.99
Friday,2024-08-30,Account,50.0
Friday,2024-08-30,Integrated EFTPOS,6769.82
Saturday,2024-08-31,Afterpay POS API Payment,-258.0
Saturday,2024-08-31,CASH,330.0
Saturday,2024-08-31,Gift Voucher,80.0
Saturday,2024-08-31,Integrated EFTPOS,7845.16
Sunday,2024-09-01,Gift Voucher,400.0
Sunday,2024-09-01,Integrated EFTPOS,3591.52
Sunday,2024-09-01,PayPal,-129.0
Monday,2024-09-02,Gift Voucher,20.0
Monday,2024-09-02,Integrated EFTPOS,3056.17
Monday,2024-09-02,Mail Order Pickup,500.37
Tuesday,2024-09-03,CASH,100.0
Tuesday,2024-09-03,Gift Voucher,20.0
Tuesday,2024-09-03,Integrated EFTPOS,6198.25
Tuesday,2024-09-03,Mail Order Pickup,238.98
Wednesday,2024-09-04,CASH,140.0
Wednesday,2024-09-04,Gift Voucher,40.0
Wednesday,2024-09-04,Integrated EFTPOS,4451.09
Wednesday,2024-09-04,Mail Order Pickup,415.98
Thursday,2024-09-05,Integrated EFTPOS,2936.02
Thursday,2024-09-05,Mail Order Pickup,178.99
Friday,2024-09-06,CASH,270.0
Friday,2024-09-06,Integrated EFTPOS,1786.57
Saturday,2024-09-07,CASH,450.0
Saturday,2024-09-07,Gift Voucher,20.0
Saturday,2024-09-07,Integrated EFTPOS,2787.41
Sunday,2024-09-08,CASH,79.2
Sunday,2024-09-08,Integrated EFTPOS,2398.68
Monday,2024-09-09,CASH,138.0
Monday,2024-09-09,Integrated EFTPOS,743.56
Monday,2024-09-09,Mail Order Pickup,103.2
Monday,2024-09-09,PayPal,-318.4
Tuesday,2024-09-10,Gift Voucher,20.0
Tuesday,2024-09-10,Integrated EFTPOS,2505.98
Wednesday,2024-09-11,Gift Voucher,124.0
Wednesday,2024-09-11,Integrated EFTPOS,2978.8
Wednesday,2024-09-11,Mail Order Pickup,258.99
Wednesday,2024-09-11,PayPal,-87.0
Thursday,2024-09-12,CASH,57.0
Thursday,2024-09-12,Gift Voucher,20.0
Thursday,2024-09-12,Integrated EFTPOS,1341.76
Thursday,2024-09-12,PayPal,-239.2
Friday,2024-09-13,CASH,-180.0
Friday,2024-09-13,Gift Voucher,20.0
Friday,2024-09-13,Integrated EFTPOS,2683.47
Friday,2024-09-13,Mail Order Pickup,112.49
Friday,2024-09-13,PayPal,-53.99
Saturday,2024-09-14,Gift Voucher,20.0
Saturday,2024-09-14,Integrated EFTPOS,4374.36
Sunday,2024-09-15,Gift Voucher,139.99
Sunday,2024-09-15,Integrated EFTPOS,1326.59
Monday,2024-09-16,Integrated EFTPOS,-87.5
Monday,2024-09-16,Mail Order Pickup,125.99
Tuesday,2024-09-17,Gift Voucher,20.0
Tuesday,2024-09-17,Integrated EFTPOS,2330.27
Wednesday,2024-09-18,CASH,327.0
Wednesday,2024-09-18,Gift Voucher,20.0
Wednesday,2024-09-18,Integrated EFTPOS,1784.33
Thursday,2024-09-19,Gift Voucher,40.0
Thursday,2024-09-19,Integrated EFTPOS,2492.51
Thursday,2024-09-19,Mail Order Pickup,104.99
Friday,2024-09-20,Gift Voucher,20.0
Friday,2024-09-20,Integrated EFTPOS,2658.55
Saturday,2024-09-21,Gift Voucher,74.98
Saturday,2024-09-21,Integrated EFTPOS,3856.7
Sunday,2024-09-22,Integrated EFTPOS,3519.11
Monday,2024-09-23,CASH,239.2
Monday,2024-09-23,Gift Voucher,511.93
Monday,2024-09-23,Integrated EFTPOS,2607.88
Monday,2024-09-23,Mail Order Pickup,158.4
Tuesday,2024-09-24,Integrated EFTPOS,4272.74
Wednesday,2024-09-25,Gift Voucher,20.0
Wednesday,2024-09-25,Integrated EFTPOS,3822.43
Wednesday,2024-09-25,Mail Order Pickup,1058.95
Thursday,2024-09-26,Gift Voucher,20.0
Thursday,2024-09-26,Integrated EFTPOS,573.88
Thursday,2024-09-26,PayPal,-166.4
Friday,2024-09-27,CASH,50.0
Friday,2024-09-27,Gift Voucher,20.0
Friday,2024-09-27,Integrated EFTPOS,3400.39
Saturday,2024-09-28,Gift Voucher,40.0
Saturday,2024-09-28,Integrated EFTPOS,3955.83
Sunday,2024-09-29,Gift Voucher,20.0
Sunday,2024-09-29,Integrated EFTPOS,1587.92
Monday,2024-09-30,Integrated EFTPOS,1149.23
Tuesday,2024-10-01,Gift Voucher,20.0
Tuesday,2024-10-01,Integrated EFTPOS,3323.44
Tuesday,2024-10-01,Mail Order Pickup,99.0
Wednesday,2024-10-02,Gift Voucher,40.0
Wednesday,2024-10-02,Integrated EFTPOS,2689.3
Thursday,2024-10-03,Account,1259.94
Thursday,2024-10-03,Integrated EFTPOS,970.24
Thursday,2024-10-03,Mail Order Pickup,104.3
Thursday,2024-10-03,PayPal,-89.6
Friday,2024-10-04,Account,140.0
Friday,2024-10-04,Integrated EFTPOS,2899.88
Saturday,2024-10-05,Gift Voucher,20.0
Saturday,2024-10-05,Integrated EFTPOS,4761.79
Sunday,2024-10-06,Gift Voucher,25.0
Sunday,2024-10-06,Integrated EFTPOS,1639.92
Sunday,2024-10-06,PayPal,-269.59
Monday,2024-10-07,Gift Voucher,99.2
Monday,2024-10-07,Integrated EFTPOS,2851.44
Monday,2024-10-07,Mail Order Pickup,359.99
Tuesday,2024-10-08,CASH,588.95
Tuesday,2024-10-08,Gift Voucher,20.0
Tuesday,2024-10-08,Integrated EFTPOS,2504.86
Tuesday,2024-10-08,Mail Order Pickup,224.98
Wednesday,2024-10-09,Integrated EFTPOS,4570.76
Thursday,2024-10-10,Gift Voucher,20.0
Thursday,2024-10-10,Integrated EFTPOS,1427.88
Friday,2024-10-11,Gift Voucher,20.0
Friday,2024-10-11,Integrated EFTPOS,2804.87
Saturday,2024-10-12,Account,99.0
Saturday,2024-10-12,Gift Voucher,40.0
Saturday,2024-10-12,Integrated EFTPOS,4317.76
Sunday,2024-10-13,Gift Voucher,80.99
Sunday,2024-10-13,Integrated EFTPOS,2067.91
Monday,2024-10-14,Gift Voucher,20.0
Monday,2024-10-14,Integrated EFTPOS,2843.95
Tuesday,2024-10-15,Integrated EFTPOS,1952.91
Tuesday,2024-10-15,Mail Order Pickup,306.98
Wednesday,2024-10-16,CASH,614.0
Wednesday,2024-10-16,Integrated EFTPOS,1450.94
Wednesday,2024-10-16,Mail Order Pickup,29.0
Thursday,2024-10-17,Account,100.0
Thursday,2024-10-17,Integrated EFTPOS,4691.73
Thursday,2024-10-17,Mail Order Pickup,165.0
Friday,2024-10-18,CASH,20.0
Friday,2024-10-18,Gift Voucher,20.0
Friday,2024-10-18,Integrated EFTPOS,1371.89
Friday,2024-10-18,Mail Order Pickup,159.0
Saturday,2024-10-19,Gift Voucher,20.0
Saturday,2024-10-19,Integrated EFTPOS,5458.72
Saturday,2024-10-19,PayPal,-165.2
Sunday,2024-10-20,CASH,100.0
Sunday,2024-10-20,Integrated EFTPOS,4447.73
Monday,2024-10-21,Integrated EFTPOS,1595.89
Monday,2024-10-21,Mail Order Pickup,749.96
Tuesday,2024-10-22,Account,349.98
Tuesday,2024-10-22,Gift Voucher,20.0
Tuesday,2024-10-22,Integrated EFTPOS,4912.75
Wednesday,2024-10-23,Gift Voucher,20.0
Wednesday,2024-10-23,Integrated EFTPOS,4596.65
Wednesday,2024-10-23,Mail Order Pickup,177.99
Thursday,2024-10-24,Integrated EFTPOS,1571.87
Thursday,2024-10-24,Mail Order Pickup,29.0
Friday,2024-10-25,Gift Voucher,20.0
Friday,2024-10-25,Integrated EFTPOS,3419.86
Friday,2024-10-25,Mail Order Pickup,87.0
Saturday,2024-10-26,Account,250.0
Saturday,2024-10-26,CASH,92.0
Saturday,2024-10-26,Gift Voucher,20.0
Saturday,2024-10-26,Integrated EFTPOS,3993.71
Saturday,2024-10-26,PayPal,-69.0
Sunday,2024-10-27,Integrated EFTPOS,3443.71
Monday,2024-10-28,Gift Voucher,44.99
Monday,2024-10-28,Integrated EFTPOS,843.92
Monday,2024-10-28,Mail Order Pickup,528.96
Tuesday,2024-10-29,Integrated EFTPOS,3852.78
Wednesday,2024-10-30,Integrated EFTPOS,2984.75
Wednesday,2024-10-30,Mail Order Pickup,111.99
Thursday,2024-10-31,Integrated EFTPOS,1657.87
Friday,2024-11-01,Gift Voucher,40.0
Friday,2024-11-01,Integrated EFTPOS,4129.77
Saturday,2024-11-02,Gift Voucher,40.0
Saturday,2024-11-02,Integrated EFTPOS,3827.7
Sunday,2024-11-03,Gift Voucher,100.0
Sunday,2024-11-03,Integrated EFTPOS,3235.76
Monday,2024-11-04,Account,199.98
Monday,2024-11-04,Integrated EFTPOS,3529.97
Monday,2024-11-04,Mail Order Pickup,190.99
Tuesday,2024-11-05,Integrated EFTPOS,1008.88
Wednesday,2024-11-06,Integrated EFTPOS,1847.89
Wednesday,2024-11-06,Mail Order Pickup,116.99
Thursday,2024-11-07,CASH,70.0
Thursday,2024-11-07,Integrated EFTPOS,3853.7
Thursday,2024-11-07,Mail Order Pickup,58.0
Friday,2024-11-08,CASH,189.0
Friday,2024-11-08,Integrated EFTPOS,4891.66
Friday,2024-11-08,Mail Order Pickup,99.99
Friday,2024-11-08,PayPal,-134.99
Saturday,2024-11-09,Gift Voucher,20.0
Saturday,2024-11-09,Integrated EFTPOS,4645.66
Saturday,2024-11-09,PayPal,-119.99
Sunday,2024-11-10,Integrated EFTPOS,3294.01
Monday,2024-11-11,Gift Voucher,210.0
Monday,2024-11-11,Integrated EFTPOS,1939.83
Monday,2024-11-11,Mail Order Pickup,255.98
Tuesday,2024-11-12,CASH,200.0
Tuesday,2024-11-12,Gift Voucher,20.0
Tuesday,2024-11-12,Integrated EFTPOS,2658.76
Wednesday,2024-11-13,Gift Voucher,100.0
Wednesday,2024-11-13,Integrated EFTPOS,2958.75
Wednesday,2024-11-13,Mail Order Pickup,103.99
Thursday,2024-11-14,Gift Voucher,20.0
Thursday,2024-11-14,Integrated EFTPOS,2357.33
Thursday,2024-11-14,Mail Order Pickup,33.2
Friday,2024-11-15,Account,140.0
